Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors,Hourly,min_salary,max_salary,average_salary,job_state,age_of_company,python_jd,spark_jd,excel,aws
Junior Research Data Scientist (Cybersecurity),70,"The Cyentia Institute is looking for an early career data scientist to join our team in producing engaging cybersecurity research!
Who are we?
The Cyentia Institute is an independent, objective, data-driven cybersecurity research firm that provides rigorous scientific research and analysis in the cyber security field. We write insightful, accessible reports that give our clients meaningful marketing content to build mindshare, drive sales, and attain greater visibility in competitive markets. Our research-as-a-service promotes business growth, and contributes to the knowledge base of the greater cybersecurity community. For examples of the work that we do and what you will contribute to, check out some of our publications at https://cyentia.com/research.
Who are you?
You are an early career data scientist with good communication and solid analytical skills. You are self-motivated, and are able to work with our team and clients distributed across multiple time zones. You have experience in data analysis (tools and techniques) and should have at least some exposure to the cyber security domain. We believe that a diversity of viewpoints makes our work better, and we welcome candidates from both traditional and non-traditional backgrounds.",-1.0,Cyentia Institute,Remote,-1,-1,-1,-1,-1,-1,-1,-1,0,70,0,35.0,-1,-1,0,0,0,0
Data Scientist,123 - 159,"Duties
Summary
The close date has been extended for this vacancy.

Join the U.S. Small Business Administration, Office of Inspector General! SBA OIG provides auditing, investigative, and other high quality services to support and assist the SBA in achieving its mission. We promote open and honest communication and encourage a positive work environment. We are listed among the top ranked agencies in the Partnership for Public Service's 2018 Best Places to Work in the Federal Government!",-1.0,US Other Agencies and Independent Organizations,"Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1,0,123,159,141.0, DC,-1,0,0,0,0
Jr Data Scientist,70 - 80,"Apply knowledge and select appropriate data sources and tools to meet the requirements.
Establish what data reformatting and manipulation will be needed to address project needs.
Plan the analysis, visualization, interpretation, and presentation approaches.
Develop an anticipated timeline.
Conduct each analysis project as planned.
Provide regular updates on project progress.
In consultation with SMEs, modify and update plan document as needed if plan changes.
Document methods and capture all code, data, and metadata throughout the project
Produce planned outputs and outcomes, such as a Data Story, Data Publication, and Presentation.",4.4,"E-Logic, Inc.","Washington, DC",-1,1 to 50 Employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,70,80,75.0, DC,13,0,0,0,0
"Data Scientist, Climate Change Solutions",75 - 80,"The Data Scientist will work as a key member of ELPC’s clean energy, clean air and clean water multidisciplinary project teams providing data analysis and visualization for our climate change solutions and other environmental and public interest work. Projects may include geospatial analysis of air pollution trends and flood risks throughout the Midwest, generating and analyzing data on agricultural impacts on water quality, and working with ELPC’s communications specialists in preparing maps for public release and consumption. Other work may include assisting project teams engaging in important governmental decision-making processes. - See more at: https://elpc.org/wp-content/uploads/2020/10/ELPC-Data-Scientist-Job-Posting.pdf
Job Type: Full-time
Pay: $75,000.00 - $80,000.00 per year
Benefits:",4.4,Environmental Law & Policy Center,"Chicago, IL",-1,1 to 50 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1,0,75,80,77.5, IL,51,0,0,0,0
Data Scientist,120 - 180 ,"Primary Location: 6305 Peachtree Dunwoody Rd, Atlanta, GA, USA
Division: Cox Communications Inc
Job Level: Individual Contributor
Travel: No
Schedule: Full-time
Shift: Day Job
Cox Communications is looking for a Data Scientist to join the Interaction Health team within the Analytics Center of Excellence. This role will be responsible for building advanced analytics solutions. The Data Scientist is required to have strong skills in advanced analytics algorithms, tools, and technologies to drive solution development at scale.",4.0,Cox Communications Inc,"Atlanta Central City Post Offi, GA",-1,10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),-1,0,120,180,150.0, GA,58,0,0,1,0
Senior Bioinfo Scientist,120 - 180 ,"Conduct bioinformatic analysis on research projects as a bioinformatics team member. Should have experience developing new
analytic approaches, software and pipelines to explore and apply meaningful approaches to complex human disease, such as cancer, diabetes and heart disease, and its impact on public health. Experience working with large scale biomedical data and hands on experience developing software or information systems to manage and analyze biomedical data. Working with Next and Third generation sequence data, proteomic data and microarray data from a tremendous breadth of clinical areas to gain new insights into human disease.

About Inova
Inova is Northern Virginia’s leading nonprofit healthcare provider, recognized in 2019 and 2020 by U.S. News & World Report, which named Inova Fairfax Hospital the #1 hospital in the Washington, DC region. Each of Inova’s five hospitals holds a 5-star rating from the Centers for Medicare & Medicaid Services (CMS), distinguishing Inova as the highest-rated large health system in the U.S., and the only system to have all hospitals receive five stars. All five Inova hospitals were awarded ‘A’ grades for the spring 2020 Leapfrog Hospital Safety Grades, recognizing Inova’s achievements in protecting patients from harm and providing safer healthcare. Inova Fairfax Medical Campus was named to the Fortune/IBM Watson Health 100 Top Hospitals list, ranking in the top 10 nationwide among Major Teaching Hospitals. Our mission is to provide world-class healthcare – every time, every touch – to each person in every community we have the privilege to serve. Inova’s 18,000 team members serve more than 2 million individuals annually through an integrated network of hospitals, primary and specialty care practices, emergency and urgent care centers, outpatient services and destination institutes. Inova is home to Northern Virginia’s only Level 1 Trauma Center and Level 4 Neonatal Intensive Care Unit. Its hospitals have a total of 1,936 licensed beds. More information and statistics about Inova can be found at www.inova.org.

IND2",3.7,Inova Health System,"Falls Church, VA",-1,10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1,0,120,180,150.0, VA,64,0,0,0,0
Research Data Scientist,120 - 180 ,"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.",3.7,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),-1,0,120,180,150.0, MD,33,0,0,0,0
"Data Scientist, Consultant",120 - 180 ,"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,Guidehouse,"Washington, DC",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,120,180,150.0, DC,2,0,0,0,0
AI/ML Health Data Scientist- Consultant,120 - 180 ,"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,Guidehouse,"Washington, DC",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,120,180,150.0, DC,2,0,0,0,0
Data Scientist,120 - 180 ,"Requires a minimum US Top Security Clearance with polygraph.
AUGR LLC is seeking a data scientist to support the Office of Director of National Intelligence. The supported office is the DNI's principal advising office on matters pertaining to systems analyses, cost analyses and program evaluation and is responsible for framing major resource decisions and managing the process by which the DNI determines the National Intelligence Program (NIP). As part of these efforts, ODNI conducts studies and analyses in support of IC programmatic and resourcing decisions. To support successful execution for these efforts, ODNI requires statistical data and analytic support to advise and assist on-going efforts.
The qualified candidate will be responsible for collecting and analyzing large sets of structured and unstructured data from disparate sources. Additional responsibilities include: developing or integrating analytic capabilities and tools, advising on analytic approaches and gaps in capabilities, cleaning and validating data to ensure accuracy, completeness, and uniformity, analyzing data to identify patterns and trends, devising and applying models and algorithms to mine the stores of big data, interpreting data to discover solutions and opportunities. The successful candidate will have strong client engagement skills.",-1.0,AUGR LLC,"Tysons Corner, VA",-1,-1,-1,-1,-1,-1,-1,-1,0,120,180,150.0, VA,-1,0,0,0,0
"Data Scientist, Revenue Optimization",120 - 180 ,"Summary: The Data Scientist is responsible for developing and refining models to enable Revenue Management to optimize room revenue. The Data Scientist will discover revenue opportunities, design models and experiments, deploy solutions, iterate, and measure success of those solutions.
Responsibilities:
Create, implement, and iterate predictive and/or prescriptive models to drive revenue through price and conversion across revenue management, CRM, web, onsite revenue, and other critical commercial levers.
Leverage R, Python, or similar to execute analysis in cloud data warehouse (Snowflake) for large-scale analytical efforts. Advanced knowledge of R or Python as well as statistical packages and libraries required.
Build statistical models to understand and capitalize on revenue trends, including but not limited to price elasticity of demand (PEoD)",3.6,Great Wolf Lodge,"Madison, WI",-1,10000+ Employees,1997,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1,0,120,180,150.0, WI,23,1,0,0,0
Data Scientist,120 - 180 ,"Job Description

Here at Intel we create world changing technology that enriches the lives of every person on earth. We are inspired to drive innovation that makes the world safer, builds healthy and vibrant communities and reaches around the globe to better society business and the planet. Our engineers are passionate about finding meaningful solutions for our customers greatest challenges and are united in our purpose to deliver on bold goals. The Data Platforms Group is looking for a passionate data scientist to join our Deep Learning Platform Validation Data Science team.
In this role you will:
Work on challenging projects that vary from data analysis and machine learning to automation and platform design",4.2,Intel,"Hillsboro, OR",-1,10000+ Employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1,0,120,180,150.0, OR,52,0,0,0,0
Data Scientist,120 - 180 ,"We invite you to be part of our team of trailblazers dedicated to helping people discover and enjoy the outside. Come join us. Because on the inside we’re all outsiders. And if it’s outside, we’re all in.
We are looking for an experienced data scientist to join our growing Customer Marketing and Analytics department, headquartered in Freeport, Maine and currently working remotely.
This individual will join the LLB Analytics team, reporting to a senior data scientist with extensive modelling expertise and experience, as well as a strong track record of innovation and people development. The candidate will optimally be able to engage as a collaborative thought-partner with their leader and the larger Analytics organization, to both meet identified modelling needs and identify areas of opportunity or optimization.
The data scientist will develop and test predictive models, define audiences in support of marketing efforts, identify and visualize insights through thoughtful data analysis and provide operational support to critical marketing processes. The ideal candidate is an independent and inquisitive modelling expert with a drive to help advance the business and problem-solve, as well as a strong communicator to broad audiences regarding their highly-specialized work.",3.8,L. L. Bean,"Freeport, ME",-1,1001 to 5000 Employees,2000,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD),-1,0,120,180,150.0, ME,20,0,0,0,0
Research Scientist,120 - 180 ,"Experience investigating the feasibility of applying scientific principals and concepts to business problems and products
MS degree with at least 1 year of research experience in a quantitative field or PHD in a quantitative field
Amazon’s Talent Assessment team designs and implements groundbreaking hiring solutions for one of the world’s fastest growing companies. We work in a fast-paced, global environment where we must solve complex problems (ranging from research-based to technical) and deliver solutions that have impact.

We are seeking personnel selection researchers with a foundation in the development of pre-hire selection assessments, traditional and alternative legally defensible assessment validation approaches, research methodology, and data analysis. We are looking for equal parts researchers and consultant who are highly adaptable and continual learners who thrive in a fast-paced environment.

In this role, you will develop, implement, and optimize assessment solutions, allowing Amazon’s business to grow and scale. You will partner closely with their recruiting and business teams to design and experiment with new hiring solutions that predict success for roles that will have a large impact at Amazon.",3.8,Canary - US,"Arlington, VA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1,0,120,180,150.0, VA,26,0,0,0,0
Data Scientist,120 - 180 ,"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.

Position Summary
The Data Scientist in this role will query and analyze large complex datasets to discover insights to apply to an evolving cancer care delivery environment. The Data Scientist will use data mining, statistics and machine learning to understand relationships and patterns in data, build predictive models and propose actionable solutions.










City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.5,City of Hope,"Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,0,120,180,150.0, CA,107,0,0,1,0
NLP - MRP Data Scientist,120 - 180 ,"NLP-MRP Data Scientist
Location: Remote
Purpose: Espire Services is looking for two experienced data scientists having both natural language processing (NLP) experience and experience in analyzing surveys/polls. Survey experience should include work within the multilevel regression with post-stratification paradigm.
Espire is starting a text analytics initiative and is growing out the data team. This position is for a data scientist with strong overall experience in both NLP and predictive modeling.
This company offers great career growth and has a fast-paced technical culture that is exciting and challenging.
Duties and Responsibilities:",4.1,Espire Services,Remote,-1,1 to 50 Employees,-1,Contract,-1,-1,Less than $1 million (USD),-1,0,120,180,150.0,-1,-1,0,0,0,0
Data Scientist - AI/ML,120 - 180 ,"Are you a Data Scientist who prospers when they can evaluate and improve customers’ products and help them drive their business goals with data? At LoadSpring, you’ll work with large, complex data sets to solve difficult, non-routine analysis problems, and apply advanced analytical methods. You will build and deploy ML models for predictive insights and collaborate extensively with product managers, other data engineers, and UI/UX designers to bring your creations to life! If this excites you then we want to meet you!
The Data Scientist Position
Articulate and translate business questions and using statistical techniques to arrive at answers using available data
Adept at executing every stage of the ML development lifecycle in a business setting; from initial requirements gathering through final model deployment, including iterative measurement and improvement",4.0,"LoadSpring Solutions, Inc",Remote,-1,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,0,120,180,150.0,-1,21,0,0,0,0
Data Scientist - Nationwide Opportunities,120 - 180 ,"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations
Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

For employees based in Colorado, this position starts at $114,700 per year. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a range of medical, financial, and/or other benefits, dependent on the position offered.",3.8,"Amazon Web Services, Inc.","Arlington, VA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1,0,120,180,150.0, VA,26,1,0,0,1
Data Scientist,120 - 180 ,"Customer service is broken — stuck in a time warp. As everything has evolved around it, the technology available to support the way businesses engage with customers has mostly stood still. The tools we have on the phones in our pockets are wildly superior to what's available to us when we engage with our favorite brands. The truth that no one wants to say out loud is that Big Tech has held the customer experience hostage for decades with its giant servers, complex implementations, buried software and expensive contracts. And that's just not ok with us.

So we founded Edify and built Huddle to seize the opportunity in the void. With customer experience being the final frontier in winning the hearts and dollars of consumers long-term, the brands who prevail are going to be the ones who have tools to do what no one else can. At last, there's a more predictable, reliable, cost-effective, transparent, full-featured, cloud-native, easy-to-get-and-use, intuitive, accessible, genius single piece of software that's changing everything.The time for employees to love work, and customers to love companies is here. And finally, so are the tools.",4.5,Edify,Indiana,-1,1 to 50 Employees,2018,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,120,180,150.0,-1,2,0,0,0,0
Research Scientist,120 - 180 ,"Job Description:
Our Reston office is seeking talented candidates to develop mathematical models and algorithms, develop and demonstrate prototype software, and participate in operational analysis related to their technical work. Our Reston office employs mathematicians, physicists and computer scientists. We routinely apply stochastic processes, statistical inference, optimization and scheduling, models of random graphs and applied physics to develop the underlying theory and applications for our clients. The successful candidate will interact with customers, gather requirements and data, write and present briefings, and contribute to the development of Metron tools.

Projects typically involve developing advanced algorithms implemented in a computer prototype system for our research & development customers. We work in small teams, led by Senior Scientists, who work closely with new employees. Project teams work together from the initial system concept, through software and algorithm design, to implementation and demonstration.
We believe an employee's specific academic training is not as important as their innate ability and willingness to learn new areas of mathematics and work on difficult problems.
Desired Qualifications:",3.4,"Metron, Inc.","Reston, VA",-1,201 to 500 Employees,1982,Company - Private,Research & Development,Business Services,$50 to $100 million (USD),-1,0,120,180,150.0, VA,38,0,0,0,0
