Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors
Full Time Opportunities for Students & Recent Graduates - MAIDAP Data Scientist,-1,"A new technology paradigm is emerging, one with an intelligent cloud and an intelligent edge. To foster Microsoft’s leadership in this field, Microsoft has launched a ground-breaking program to develop the next generation of leaders in AI. Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and recent graduates from BS, MS, and PhD programs in Machine Learning or Data Science related fields. Over the course of two years, participants will work in interdisciplinary project teams to provide AI as a service to engineering teams across Microsoft and solve some of our most exciting and challenging AI problems. In addition, you will have mentors, exposure to leaders, and access to numerous AI data scientists, researchers and engineers across the company. After the program is completed, each participant will have the opportunity to work with one of the sponsoring Microsoft teams in Cambridge, MA or other Microsoft locations. #NeurIPS2020
We are hiring a diverse cohort of graduates with degrees in Electrical Engineering, Computer Science, Data Science, Statistics, or other relevant fields for the following profiles.

Note: This is a program specifically for soon-to-be and recent graduates. Applications will only be accepted from candidates who have graduated or will graduate from their degree program between August 2020 and August 2021 and are available for full-time employment starting July 2021. #MSRConf",4.4,Microsoft,"Cambridge, MA",-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist,Employer Provided Salary:$123K - $159K,"Duties
Summary
The close date has been extended for this vacancy.

Join the U.S. Small Business Administration, Office of Inspector General! SBA OIG provides auditing, investigative, and other high quality services to support and assist the SBA in achieving its mission. We promote open and honest communication and encourage a positive work environment. We are listed among the top ranked agencies in the Partnership for Public Service's 2018 Best Places to Work in the Federal Government!",-1,US Other Agencies and Independent Organizations,"Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"This job is flexible. You can work remote from home in your homeoffice.
We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company.
We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for analysis, math and statistics.
Critical thinking and problem-solving skills are essential for interpreting data.
We also want to see a passion for machine-learning and research.
Your goal will be to help our company analyze trends to make better decisions.",-1,Brulis,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1
Jr Data Scientist,Employer Provided Salary:$70K - $80K,"Apply knowledge and select appropriate data sources and tools to meet the requirements.
Establish what data reformatting and manipulation will be needed to address project needs.
Plan the analysis, visualization, interpretation, and presentation approaches.
Develop an anticipated timeline.
Conduct each analysis project as planned.
Provide regular updates on project progress.
In consultation with SMEs, modify and update plan document as needed if plan changes.
Document methods and capture all code, data, and metadata throughout the project
Produce planned outputs and outcomes, such as a Data Story, Data Publication, and Presentation.",4.4,"E-Logic, Inc.","Washington, DC",-1,1 to 50 Employees,2007,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
"Data Scientist, Climate Change Solutions",Employer Provided Salary:$75K - $80K,"The Data Scientist will work as a key member of ELPC’s clean energy, clean air and clean water multidisciplinary project teams providing data analysis and visualization for our climate change solutions and other environmental and public interest work. Projects may include geospatial analysis of air pollution trends and flood risks throughout the Midwest, generating and analyzing data on agricultural impacts on water quality, and working with ELPC’s communications specialists in preparing maps for public release and consumption. Other work may include assisting project teams engaging in important governmental decision-making processes. - See more at: https://elpc.org/wp-content/uploads/2020/10/ELPC-Data-Scientist-Job-Posting.pdf
Job Type: Full-time
Pay: $75,000.00 - $80,000.00 per year
Benefits:",4.4,Environmental Law & Policy Center,"Chicago, IL",-1,1 to 50 Employees,1969,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1
Junior Data Scientist (NASA),-1,"Overview:
LMI is a consultancy dedicated to powering a future-ready, high-performing government, drawing from expertise in digital and analytic solutions, logistics, and management advisory services. We deliver integrated capabilities that incorporate emerging technologies and are tailored to customers’ unique mission needs, backed by objective research and data analysis. Founded in 1961 to help the Department of Defense resolve complex logistics management challenges, LMI continues to enable growth and transformation, enhance operational readiness and resiliency, and ensure mission success for federal civilian and defense agencies.

LMI has an immediate need for a Junior Data Scientist to work with our client in Washington, DC (Remote applicants welcomed!). The ideal candidate will have strong data science expertise and can review human capital related information. We are looking for someone to be able to tell a story about what the Human Capital/HR information means. This person will also serve as lead consultant to identify and collect customers' analytic requirements.
Responsibilities:
Qualifications:",4.3,Logistics Management Institute,"Washington, DC",-1,1001 to 5000 Employees,1961,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
Data Scientist,-1,"Develop quality analytics on internal technology migrations, migration to GCP, migrations across cloud platforms, customer migrations
Take ownership on analytical quality of the entire attribute and score quality lifecycle development validation, model certification, User Acceptance Testing, Platform and Channel certification and post production certification
Apply statistical rigor and develop analytical solutions to drive Equifax analytical quality within data & analytics and across pre and post production technology platforms
Design quality impact analytics framework including sampling methodology and drift policy
Design, develop and implement machine learning and deep learning systems for internal quality analytics application and product development for customer application
Build collaborative and influential partnership with Data & Analytics, Governance, Legal, Compliance, Technology, Operations, and Sales",-1,AdvanceSoft,"Ashburn, VA",-1,1 to 50 Employees,2005,Company - Public,-1,-1,$5 to $10 million (USD),-1
Data Scientist,$120K - $180K (Employer est.),"Primary Location: 6305 Peachtree Dunwoody Rd, Atlanta, GA, USA
Division: Cox Communications Inc
Job Level: Individual Contributor
Travel: No
Schedule: Full-time
Shift: Day Job
Cox Communications is looking for a Data Scientist to join the Interaction Health team within the Analytics Center of Excellence. This role will be responsible for building advanced analytics solutions. The Data Scientist is required to have strong skills in advanced analytics algorithms, tools, and technologies to drive solution development at scale.",4.0,Cox Communications Inc,"Atlanta Central City Post Offi, GA",-1,10000+ Employees,1962,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),-1
Senior Bioinfo Scientist,$120K - $180K (Employer est.),"Conduct bioinformatic analysis on research projects as a bioinformatics team member. Should have experience developing new
analytic approaches, software and pipelines to explore and apply meaningful approaches to complex human disease, such as cancer, diabetes and heart disease, and its impact on public health. Experience working with large scale biomedical data and hands on experience developing software or information systems to manage and analyze biomedical data. Working with Next and Third generation sequence data, proteomic data and microarray data from a tremendous breadth of clinical areas to gain new insights into human disease.

About Inova
Inova is Northern Virginia’s leading nonprofit healthcare provider, recognized in 2019 and 2020 by U.S. News & World Report, which named Inova Fairfax Hospital the #1 hospital in the Washington, DC region. Each of Inova’s five hospitals holds a 5-star rating from the Centers for Medicare & Medicaid Services (CMS), distinguishing Inova as the highest-rated large health system in the U.S., and the only system to have all hospitals receive five stars. All five Inova hospitals were awarded ‘A’ grades for the spring 2020 Leapfrog Hospital Safety Grades, recognizing Inova’s achievements in protecting patients from harm and providing safer healthcare. Inova Fairfax Medical Campus was named to the Fortune/IBM Watson Health 100 Top Hospitals list, ranking in the top 10 nationwide among Major Teaching Hospitals. Our mission is to provide world-class healthcare – every time, every touch – to each person in every community we have the privilege to serve. Inova’s 18,000 team members serve more than 2 million individuals annually through an integrated network of hospitals, primary and specialty care practices, emergency and urgent care centers, outpatient services and destination institutes. Inova is home to Northern Virginia’s only Level 1 Trauma Center and Level 4 Neonatal Intensive Care Unit. Its hospitals have a total of 1,936 licensed beds. More information and statistics about Inova can be found at www.inova.org.

IND2",3.7,Inova Health System,"Falls Church, VA",-1,10000+ Employees,1956,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1
Research Data Scientist,$120K - $180K (Employer est.),"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.",3.7,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),-1
"Data Scientist, Consultant",$120K - $180K (Employer est.),"Overview

Guidehouse is a leading management consulting firm serving the public and commercial markets. We guide our clients forward towards new futures that build trust in society and your professional skills along the journey. Join us at Guidehouse.

Responsibilities

Our consultants on the Advanced Analytics & Intelligent Automation team help clients maximize the value of their data and automate business processes. This high performing team works with clients to implement the full spectrum of data analytics and data science, from data querying and data wrangling, to data visualization and dashboarding, to predictive analytics, machine learning, and artificial intelligence as well as robotic process automation (RPA). Our services enable our clients to define their information strategy, enable mission critical insights and data-driven decision making, reduce cost and complexity, increase trust, and improve operational effectiveness.",3.7,Guidehouse,"Washington, DC",-1,5001 to 10000 Employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
